name,referencePath,policyType,category,displayName,description,groupNames,policySets,allowedEffects,PRODParameters,NONPRODEffect,PRODParameters,NONPRODParameters
67ada943-8539-083d-35d0-7af648974125,,BuiltIn,Regulatory Compliance,Determine supplier contract obligations,CMA_0140 - Determine supplier contract obligations,"PCI_DSS_v4.0_12.8.2,PCI_DSS_v4.0_12.8.3,PCI_DSS_v4.0_12.8.4,PCI_DSS_v4.0_12.8.5",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
42116f15-5665-a52a-87bb-b40e64c74b6c,,BuiltIn,Regulatory Compliance,Develop acceptable use policies and procedures,CMA_0143 - Develop acceptable use policies and procedures,PCI_DSS_v4.0_12.2.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
59f7feff-02aa-6539-2cf7-bea75b762140,,BuiltIn,Regulatory Compliance,Develop access control policies and procedures,CMA_0144 - Develop access control policies and procedures,"PCI_DSS_v4.0_7.1.1,PCI_DSS_v4.0_7.1.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
2b4e134f-1e4c-2bff-573e-082d85479b6e,,BuiltIn,Regulatory Compliance,Develop an incident response plan,CMA_0145 - Develop an incident response plan,"PCI_DSS_v4.0_11.5.1,PCI_DSS_v4.0_11.5.1.1,PCI_DSS_v4.0_12.10.2,PCI_DSS_v4.0_12.10.5,PCI_DSS_v4.0_12.10.7",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
055da733-55c6-9e10-8194-c40731057ec4,,BuiltIn,Regulatory Compliance,Develop and maintain a vulnerability management standard,CMA_0152 - Develop and maintain a vulnerability management standard,"PCI_DSS_v4.0_1.2.2,PCI_DSS_v4.0_5.3.5,PCI_DSS_v4.0_6.5.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
2f20840e-7925-221c-725d-757442753e7c,,BuiltIn,Regulatory Compliance,Develop and maintain baseline configurations,CMA_0153 - Develop and maintain baseline configurations,"PCI_DSS_v4.0_1.2.1,PCI_DSS_v4.0_2.2.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
a28323fe-276d-3787-32d2-cef6395764c4,,BuiltIn,Regulatory Compliance,Develop audit and accountability policies and procedures,CMA_0154 - Develop audit and accountability policies and procedures,PCI_DSS_v4.0_10.1.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
af227964-5b8b-22a2-9364-06d2cb9d6d7c,,BuiltIn,Regulatory Compliance,Develop information security policies and procedures,CMA_0158 - Develop information security policies and procedures,PCI_DSS_v4.0_10.1.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
477bd136-7dd9-55f8-48ac-bae096b86a07,,BuiltIn,Regulatory Compliance,Develop POA&M,CMA_C1156 - Develop POA&M,PCI_DSS_v4.0_12.4.2.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
1c258345-5cd4-30c8-9ef3-5ee4dd5231d6,,BuiltIn,Regulatory Compliance,Develop security assessment plan,CMA_C1144 - Develop security assessment plan,"PCI_DSS_v4.0_12.4.1,PCI_DSS_v4.0_12.4.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
423f6d9c-0c73-9cc6-64f4-b52242490368,,BuiltIn,Regulatory Compliance,Develop security safeguards,CMA_0161 - Develop security safeguards,PCI_DSS_v4.0_12.10.7,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
d9d48ffb-0d8c-0bd5-5f31-5a5826d19f10,,BuiltIn,Regulatory Compliance,Disable authenticators upon termination,CMA_0169 - Disable authenticators upon termination,PCI_DSS_v4.0_8.2.6,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
9c93ef57-7000-63fb-9b74-88f2e17ca5d2,,BuiltIn,Regulatory Compliance,Disseminate security alerts to personnel,CMA_C1705 - Disseminate security alerts to personnel,"PCI_DSS_v4.0_12.3.4,PCI_DSS_v4.0_6.3.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
098dcde7-016a-06c3-0985-0daaf3301d3a,,BuiltIn,Regulatory Compliance,Distribute authenticators,CMA_0184 - Distribute authenticators,PCI_DSS_v4.0_8.3.11,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
0803eaa7-671c-08a7-52fd-ac419f775e75,,BuiltIn,Regulatory Compliance,Document acquisition contract acceptance criteria,CMA_0187 - Document acquisition contract acceptance criteria,"PCI_DSS_v4.0_12.8.2,PCI_DSS_v4.0_12.8.5",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
04b3e7f6-4841-888d-4799-cda19a0084f6,,BuiltIn,Regulatory Compliance,Document and implement wireless access guidelines,CMA_0190 - Document and implement wireless access guidelines,"PCI_DSS_v4.0_1.3.3,PCI_DSS_v4.0_11.2.2,PCI_DSS_v4.0_2.3.1,PCI_DSS_v4.0_2.3.2,PCI_DSS_v4.0_4.2.1.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
83dfb2b8-678b-20a0-4c44-5c75ada023e6,,BuiltIn,Regulatory Compliance,Document mobility training,CMA_0191 - Document mobility training,"PCI_DSS_v4.0_1.5.1,PCI_DSS_v4.0_8.4.2,PCI_DSS_v4.0_8.4.3,PCI_DSS_v4.0_8.5.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
271a3e58-1b38-933d-74c9-a580006b80aa,,BuiltIn,Regulatory Compliance,Document personnel acceptance of privacy requirements,CMA_0193 - Document personnel acceptance of privacy requirements,PCI_DSS_v4.0_12.6.3,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
f9ec3263-9562-1768-65a1-729793635a8d,,BuiltIn,Regulatory Compliance,Document protection of personal data in acquisition contracts,CMA_0194 - Document protection of personal data in acquisition contracts,"PCI_DSS_v4.0_12.8.2,PCI_DSS_v4.0_12.8.5",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
d78f95ba-870a-a500-6104-8a5ce2534f19,,BuiltIn,Regulatory Compliance,Document protection of security information in acquisition contracts,CMA_0195 - Document protection of security information in acquisition contracts,"PCI_DSS_v4.0_12.8.2,PCI_DSS_v4.0_12.8.5",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
3d492600-27ba-62cc-a1c3-66eb919f6a0d,,BuiltIn,Regulatory Compliance,Document remote access guidelines,CMA_0196 - Document remote access guidelines,"PCI_DSS_v4.0_1.5.1,PCI_DSS_v4.0_8.4.2,PCI_DSS_v4.0_8.4.3,PCI_DSS_v4.0_8.5.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
0ba211ef-0e85-2a45-17fc-401d1b3f8f85,,BuiltIn,Regulatory Compliance,Document requirements for the use of shared data in contracts,CMA_0197 - Document requirements for the use of shared data in contracts,"PCI_DSS_v4.0_12.8.2,PCI_DSS_v4.0_12.8.5",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
524e7136-9f6a-75ba-9089-501018151346,,BuiltIn,Regulatory Compliance,Document security and privacy training activities,CMA_0198 - Document security and privacy training activities,PCI_DSS_v4.0_12.6.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
13efd2d7-3980-a2a4-39d0-527180c009e8,,BuiltIn,Regulatory Compliance,Document security assurance requirements in acquisition contracts,CMA_0199 - Document security assurance requirements in acquisition contracts,"PCI_DSS_v4.0_12.8.2,PCI_DSS_v4.0_12.8.5",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
a465e8e9-0095-85cb-a05f-1dd4960d02af,,BuiltIn,Regulatory Compliance,Document security documentation requirements in acquisition contract,CMA_0200 - Document security documentation requirements in acquisition contract,"PCI_DSS_v4.0_12.8.2,PCI_DSS_v4.0_12.8.5",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
57927290-8000-59bf-3776-90c468ac5b4b,,BuiltIn,Regulatory Compliance,Document security functional requirements in acquisition contracts,CMA_0201 - Document security functional requirements in acquisition contracts,"PCI_DSS_v4.0_12.8.2,PCI_DSS_v4.0_12.8.5",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
ebb0ba89-6d8c-84a7-252b-7393881e43de,,BuiltIn,Regulatory Compliance,Document security strength requirements in acquisition contracts,CMA_0203 - Document security strength requirements in acquisition contracts,"PCI_DSS_v4.0_12.8.2,PCI_DSS_v4.0_12.8.5,PCI_DSS_v4.0_8.3.6,PCI_DSS_v4.0_8.6.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
c148208b-1a6f-a4ac-7abc-23b1d41121b1,,BuiltIn,Regulatory Compliance,Document the information system environment in acquisition contracts,CMA_0205 - Document the information system environment in acquisition contracts,"PCI_DSS_v4.0_12.8.2,PCI_DSS_v4.0_12.8.5",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
79c75b38-334b-1a69-65e0-a9d929a42f75,,BuiltIn,Regulatory Compliance,Document the legal basis for processing personal information,CMA_0206 - Document the legal basis for processing personal information,"PCI_DSS_v4.0_3.2.1,PCI_DSS_v4.0_3.3.1,PCI_DSS_v4.0_3.3.1.1,PCI_DSS_v4.0_3.3.1.2,PCI_DSS_v4.0_3.3.1.3,PCI_DSS_v4.0_3.3.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
77acc53d-0f67-6e06-7d04-5750653d4629,,BuiltIn,Regulatory Compliance,Document the protection of cardholder data in third party contracts,CMA_0207 - Document the protection of cardholder data in third party contracts,"PCI_DSS_v4.0_12.8.2,PCI_DSS_v4.0_12.8.5",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
eaaae23f-92c9-4460-51cf-913feaea4d52,,BuiltIn,Regulatory Compliance,Employ a media sanitization mechanism,CMA_0208 - Employ a media sanitization mechanism,"PCI_DSS_v4.0_9.4.6,PCI_DSS_v4.0_9.4.7",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
1b8a7ec3-11cc-a2d3-8cd0-eedf074424a4,,BuiltIn,Regulatory Compliance,Employ automatic shutdown/restart when violations are detected,CMA_C1715 - Employ automatic shutdown/restart when violations are detected,"PCI_DSS_v4.0_11.5.2,PCI_DSS_v4.0_11.6.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
79365f13-8ba4-1f6c-2ac4-aa39929f56d0,,BuiltIn,Regulatory Compliance,Employ flow control mechanisms of encrypted information,CMA_0211 - Employ flow control mechanisms of encrypted information,"PCI_DSS_v4.0_1.4.1,PCI_DSS_v4.0_1.4.2,PCI_DSS_v4.0_1.4.3,PCI_DSS_v4.0_1.4.4",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
611ebc63-8600-50b6-a0e3-fef272457132,,BuiltIn,Regulatory Compliance,Employ independent team for penetration testing,CMA_C1171 - Employ independent team for penetration testing,"PCI_DSS_v4.0_11.4.1,PCI_DSS_v4.0_11.4.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
1bc7fd64-291f-028e-4ed6-6e07886e163f,,BuiltIn,Regulatory Compliance,Employ least privilege access,CMA_0212 - Employ least privilege access,"PCI_DSS_v4.0_7.2.1,PCI_DSS_v4.0_7.2.2,PCI_DSS_v4.0_7.2.3,PCI_DSS_v4.0_7.2.6",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
2c843d78-8f64-92b5-6a9b-e8186c0e7eb6,,BuiltIn,Regulatory Compliance,Enable dual or joint authorization,CMA_0226 - Enable dual or joint authorization,"PCI_DSS_v4.0_10.3.1,PCI_DSS_v4.0_10.3.2,PCI_DSS_v4.0_10.3.4",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
8c255136-994b-9616-79f5-ae87810e0dcf,,BuiltIn,Regulatory Compliance,Enable network protection,CMA_0238 - Enable network protection,"PCI_DSS_v4.0_12.10.5,PCI_DSS_v4.0_12.10.7",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
b4409bff-2287-8407-05fd-c73175a68302,,BuiltIn,Regulatory Compliance,Enforce a limit of consecutive failed login attempts,CMA_C1044 - Enforce a limit of consecutive failed login attempts,PCI_DSS_v4.0_8.3.4,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
8cd815bf-97e1-5144-0735-11f6ddb50a59,,BuiltIn,Regulatory Compliance,Enforce and audit access restrictions,CMA_C1203 - Enforce and audit access restrictions,PCI_DSS_v4.0_1.2.8,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
10c4210b-3ec9-9603-050d-77e4d26c7ebb,,BuiltIn,Regulatory Compliance,Enforce logical access,CMA_0245 - Enforce logical access,"PCI_DSS_v4.0_7.2.1,PCI_DSS_v4.0_7.2.3,PCI_DSS_v4.0_7.2.6,PCI_DSS_v4.0_7.3.1,PCI_DSS_v4.0_7.3.2,PCI_DSS_v4.0_7.3.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
b1666a13-8f67-9c47-155e-69e027ff6823,,BuiltIn,Regulatory Compliance,Enforce mandatory and discretionary access control policies,CMA_0246 - Enforce mandatory and discretionary access control policies,"PCI_DSS_v4.0_10.6.3,PCI_DSS_v4.0_7.1.1,PCI_DSS_v4.0_7.1.2,PCI_DSS_v4.0_7.2.1,PCI_DSS_v4.0_7.2.2,PCI_DSS_v4.0_7.2.3,PCI_DSS_v4.0_7.2.6,PCI_DSS_v4.0_7.3.1,PCI_DSS_v4.0_7.3.2,PCI_DSS_v4.0_7.3.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
509552f5-6528-3540-7959-fbeae4832533,,BuiltIn,Regulatory Compliance,Enforce rules of behavior and access agreements,CMA_0248 - Enforce rules of behavior and access agreements,PCI_DSS_v4.0_12.2.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
058e9719-1ff9-3653-4230-23f76b6492e0,,BuiltIn,Regulatory Compliance,Enforce security configuration settings,CMA_0249 - Enforce security configuration settings,"PCI_DSS_v4.0_1.2.1,PCI_DSS_v4.0_2.2.1,PCI_DSS_v4.0_2.2.5",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
e336d5f4-4d8f-0059-759c-ae10f63d1747,,BuiltIn,Regulatory Compliance,Enforce user uniqueness,CMA_0250 - Enforce user uniqueness,PCI_DSS_v4.0_8.2.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
37dbe3dc-0e9c-24fa-36f2-11197cbfa207,,BuiltIn,Regulatory Compliance,Ensure authorized users protect provided authenticators,CMA_C1339 - Ensure authorized users protect provided authenticators,PCI_DSS_v4.0_8.3.2,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
54a9c072-4a93-2a03-6a43-a060d30383d7,,BuiltIn,Regulatory Compliance,Eradicate contaminated information,CMA_0253 - Eradicate contaminated information,PCI_DSS_v4.0_12.10.7,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
7380631c-5bf5-0e3a-4509-0873becd8a63,,BuiltIn,Regulatory Compliance,Establish a configuration control board,CMA_0254 - Establish a configuration control board,"PCI_DSS_v4.0_1.2.1,PCI_DSS_v4.0_2.2.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
3c9aa856-6b86-35dc-83f4-bc72cec74dea,,BuiltIn,Regulatory Compliance,Establish a data leakage management procedure,CMA_0255 - Establish a data leakage management procedure,"PCI_DSS_v4.0_3.5.1,PCI_DSS_v4.0_3.5.1.1,PCI_DSS_v4.0_3.5.1.2,PCI_DSS_v4.0_3.5.1.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
d8bbd80e-3bb1-5983-06c2-428526ec6a63,,BuiltIn,Regulatory Compliance,Establish a password policy,CMA_0256 - Establish a password policy,"PCI_DSS_v4.0_8.3.6,PCI_DSS_v4.0_8.6.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
39eb03c1-97cc-11ab-0960-6209ed2869f7,,BuiltIn,Regulatory Compliance,Establish a privacy program,CMA_0257 - Establish a privacy program,"PCI_DSS_v4.0_12.4.1,PCI_DSS_v4.0_3.1.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
d36700f2-2f0d-7c2a-059c-bdadd1d79f70,,BuiltIn,Regulatory Compliance,Establish a risk management strategy,CMA_0258 - Establish a risk management strategy,"PCI_DSS_v4.0_1.2.2,PCI_DSS_v4.0_5.3.5,PCI_DSS_v4.0_6.5.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
b0e3035d-6366-2e37-796e-8bcab9c649e6,,BuiltIn,Regulatory Compliance,Establish a threat intelligence program,CMA_0260 - Establish a threat intelligence program,"PCI_DSS_v4.0_12.3.4,PCI_DSS_v4.0_6.3.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
84245967-7882-54f6-2d34-85059f725b47,,BuiltIn,Regulatory Compliance,Establish an information security program,CMA_0263 - Establish an information security program,"PCI_DSS_v4.0_12.1.2,PCI_DSS_v4.0_12.4.1,PCI_DSS_v4.0_12.5.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
526ed90e-890f-69e7-0386-ba5c0f1f784f,,BuiltIn,Regulatory Compliance,Establish and document a configuration management plan,CMA_0264 - Establish and document a configuration management plan,"PCI_DSS_v4.0_1.2.1,PCI_DSS_v4.0_2.2.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
bd4dc286-2f30-5b95-777c-681f3a7913d3,,BuiltIn,Regulatory Compliance,Establish and document change control processes,CMA_0265 - Establish and document change control processes,"PCI_DSS_v4.0_1.2.2,PCI_DSS_v4.0_1.2.8,PCI_DSS_v4.0_5.3.5,PCI_DSS_v4.0_6.5.1,PCI_DSS_v4.0_6.5.3,PCI_DSS_v4.0_6.5.4,PCI_DSS_v4.0_6.5.6",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
921ae4c1-507f-5ddb-8a58-cfa9b5fd96f0,,BuiltIn,Regulatory Compliance,Establish authenticator types and processes,CMA_0267 - Establish authenticator types and processes,"PCI_DSS_v4.0_8.3.1,PCI_DSS_v4.0_8.3.11,PCI_DSS_v4.0_8.3.5",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
4f23967c-a74b-9a09-9dc2-f566f61a87b9,,BuiltIn,Regulatory Compliance,Establish backup policies and procedures,CMA_0268 - Establish backup policies and procedures,PCI_DSS_v4.0_10.3.3,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
8747b573-8294-86a0-8914-49e9b06a5ace,,BuiltIn,Regulatory Compliance,Establish configuration management requirements for developers,CMA_0270 - Establish configuration management requirements for developers,"PCI_DSS_v4.0_1.2.2,PCI_DSS_v4.0_5.3.5,PCI_DSS_v4.0_6.5.1,PCI_DSS_v4.0_6.5.3,PCI_DSS_v4.0_6.5.4,PCI_DSS_v4.0_6.5.6",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
b544f797-a73b-1be3-6d01-6b1a085376bc,,BuiltIn,Regulatory Compliance,Establish information security workforce development and improvement program,CMA_C1752 - Establish information security workforce development and improvement program,PCI_DSS_v4.0_12.6.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
9150259b-617b-596d-3bf5-5ca3fce20335,,BuiltIn,Regulatory Compliance,Establish policies for supply chain risk management,CMA_0275 - Establish policies for supply chain risk management,"PCI_DSS_v4.0_12.8.3,PCI_DSS_v4.0_12.8.4",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
b3c8cc83-20d3-3890-8bc8-5568777670f4,,BuiltIn,Regulatory Compliance,Establish requirements for audit review and reporting,CMA_0277 - Establish requirements for audit review and reporting,"PCI_DSS_v4.0_10.4.1,PCI_DSS_v4.0_10.4.1.1,PCI_DSS_v4.0_10.4.2,PCI_DSS_v4.0_10.4.2.1,PCI_DSS_v4.0_10.4.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
ba78efc6-795c-64f4-7a02-91effbd34af9,,BuiltIn,Regulatory Compliance,Execute actions in response to information spills,CMA_0281 - Execute actions in response to information spills,PCI_DSS_v4.0_12.10.7,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
333b4ada-4a02-0648-3d4d-d812974f1bb2,,BuiltIn,Regulatory Compliance,Govern and monitor audit processing activities,CMA_0289 - Govern and monitor audit processing activities,"PCI_DSS_v4.0_10.7.1,PCI_DSS_v4.0_10.7.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
1a2a03a4-9992-5788-5953-d8f6615306de,,BuiltIn,Regulatory Compliance,Govern policies and procedures,CMA_0292 - Govern policies and procedures,"PCI_DSS_v4.0_10.1.1,PCI_DSS_v4.0_7.1.1,PCI_DSS_v4.0_7.1.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
ae5345d5-8dab-086a-7290-db43a3272198,,BuiltIn,Regulatory Compliance,Identify and authenticate network devices,CMA_0296 - Identify and authenticate network devices,"PCI_DSS_v4.0_2.3.1,PCI_DSS_v4.0_2.3.2,PCI_DSS_v4.0_4.2.1.2,PCI_DSS_v4.0_8.2.3,PCI_DSS_v4.0_8.3.1,PCI_DSS_v4.0_8.3.11,PCI_DSS_v4.0_8.4.2,PCI_DSS_v4.0_8.4.3,PCI_DSS_v4.0_8.5.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
e1379836-3492-6395-451d-2f5062e14136,,BuiltIn,Regulatory Compliance,Identify and authenticate non-organizational users,CMA_C1346 - Identify and authenticate non-organizational users,PCI_DSS_v4.0_8.2.7,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
46ab2c5e-6654-1f58-8c83-e97a44f39308,,BuiltIn,Regulatory Compliance,Identify external service providers,CMA_C1591 - Identify external service providers,PCI_DSS_v4.0_1.2.5,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
015b4935-448a-8684-27c0-d13086356c33,,BuiltIn,Regulatory Compliance,Implement a threat awareness program,CMA_C1758 - Implement a threat awareness program,PCI_DSS_v4.0_12.6.3.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
33832848-42ab-63f3-1a55-c0ad309d44cd,,BuiltIn,Regulatory Compliance,Implement an automated configuration management tool,CMA_0311 - Implement an automated configuration management tool,"PCI_DSS_v4.0_1.2.1,PCI_DSS_v4.0_2.2.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
35de8462-03ff-45b3-5746-9d4603c74c56,,BuiltIn,Regulatory Compliance,Implement an insider threat program,CMA_C1751 - Implement an insider threat program,PCI_DSS_v4.0_12.6.3.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
e435f7e3-0dd9-58c9-451f-9b44b96c0232,,BuiltIn,Regulatory Compliance,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"PCI_DSS_v4.0_3.5.1,PCI_DSS_v4.0_3.5.1.1,PCI_DSS_v4.0_3.5.1.2,PCI_DSS_v4.0_3.5.1.3,PCI_DSS_v4.0_9.4.1,PCI_DSS_v4.0_9.4.1.1,PCI_DSS_v4.0_9.4.2,PCI_DSS_v4.0_9.4.3,PCI_DSS_v4.0_9.4.4,PCI_DSS_v4.0_9.4.6,PCI_DSS_v4.0_9.4.7",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
cd36eeec-67e7-205a-4b64-dbfe3b4e3e4e,,BuiltIn,Regulatory Compliance,Implement controls to secure alternate work sites,CMA_0315 - Implement controls to secure alternate work sites,"PCI_DSS_v4.0_1.5.1,PCI_DSS_v4.0_8.4.2,PCI_DSS_v4.0_8.4.3,PCI_DSS_v4.0_8.5.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
10c3a1b1-29b0-a2d5-8f4c-a284b0f07830,,BuiltIn,Regulatory Compliance,Implement cryptographic mechanisms,CMA_C1419 - Implement cryptographic mechanisms,PCI_DSS_v4.0_2.2.7,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
433de59e-7a53-a766-02c2-f80f8421469a,,BuiltIn,Regulatory Compliance,Implement incident handling,CMA_0318 - Implement incident handling,"PCI_DSS_v4.0_12.10.2,PCI_DSS_v4.0_12.10.5,PCI_DSS_v4.0_12.10.7",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
b262e1dd-08e9-41d4-963a-258909ad794b,,BuiltIn,Regulatory Compliance,Implement managed interface for each external service,CMA_C1626 - Implement managed interface for each external service,"PCI_DSS_v4.0_1.4.1,PCI_DSS_v4.0_1.4.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
3b30aa25-0f19-6c04-5ca4-bd3f880a763d,,BuiltIn,Regulatory Compliance,Implement parameters for memorized secret verifiers,CMA_0321 - Implement parameters for memorized secret verifiers,"PCI_DSS_v4.0_8.3.6,PCI_DSS_v4.0_8.6.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
e0c480bf-0d68-a42d-4cbb-b60f851f8716,,BuiltIn,Regulatory Compliance,Implement personnel screening,CMA_0322 - Implement personnel screening,PCI_DSS_v4.0_12.7.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
05ec66a2-137c-14b8-8e75-3d7a2bef07f8,,BuiltIn,Regulatory Compliance,"Implement physical security for offices, working areas, and secure areas","CMA_0323 - Implement physical security for offices, working areas, and secure areas","PCI_DSS_v4.0_9.2.3,PCI_DSS_v4.0_9.2.4,PCI_DSS_v4.0_9.3.2,PCI_DSS_v4.0_9.3.3,PCI_DSS_v4.0_9.3.4,PCI_DSS_v4.0_9.5.1,PCI_DSS_v4.0_9.5.1.2,PCI_DSS_v4.0_9.5.1.2.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
06f84330-4c27-21f7-72cd-7488afd50244,,BuiltIn,Regulatory Compliance,Implement privacy notice delivery methods,CMA_0324 - Implement privacy notice delivery methods,"PCI_DSS_v4.0_3.3.1,PCI_DSS_v4.0_3.3.1.1,PCI_DSS_v4.0_3.3.1.2,PCI_DSS_v4.0_3.3.1.3,PCI_DSS_v4.0_3.3.3,PCI_DSS_v4.0_3.4.1,PCI_DSS_v4.0_3.4.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
26d178a4-9261-6f04-a100-47ed85314c6e,,BuiltIn,Regulatory Compliance,Implement security directives,CMA_C1706 - Implement security directives,PCI_DSS_v4.0_6.3.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
01ae60e2-38bb-0a32-7b20-d3a091423409,,BuiltIn,Regulatory Compliance,Implement system boundary protection,CMA_0328 - Implement system boundary protection,"PCI_DSS_v4.0_1.4.1,PCI_DSS_v4.0_1.4.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
e4b00788-7e1c-33ec-0418-d048508e095b,,BuiltIn,Regulatory Compliance,Implement training for protecting authenticators,CMA_0329 - Implement training for protecting authenticators,"PCI_DSS_v4.0_8.3.8,PCI_DSS_v4.0_8.6.2,PCI_DSS_v4.0_8.6.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
