"name","referencePath","policyType","category","displayName","description","groupNames","policySets","allowedEffects","prodEffect","testEffect","devEffect","sandboxEffect","prodParameters","testParameters","devParameters","sandboxParameters"
"8dfab9c4-fe7b-49ad-85e4-1e9be085358f","","BuiltIn","Kubernetes","[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed","Microsoft Defender for Cloud extension for Azure Arc provides threat protection for your Arc enabled Kubernetes clusters. The extension collects data from all nodes in the cluster and sends it to the Azure Defender for Kubernetes backend in the cloud for further analysis. Learn more in https://docs.microsoft.com/azure/defender-for-cloud/defender-for-containers-enable?pivots=defender-for-container-arc.","Azure_Security_Benchmark_v3.0_LT-1,
Azure_Security_Benchmark_v3.0_LT-2,
NIST_SP_800-53_R5_AC-2(12),
NIST_SP_800-53_R5_AU-6,
NIST_SP_800-53_R5_AU-6(4),
NIST_SP_800-53_R5_AU-6(5),
NIST_SP_800-53_R5_AU-12,
NIST_SP_800-53_R5_AU-12(1),
NIST_SP_800-53_R5_SI-4","ASB: AuditIfNotExists (PolicySet Default),
NIST-800-53: AuditIfNotExists (Policy Default)","Disabled,
AuditIfNotExists","AuditIfNotExists","AuditIfNotExists","AuditIfNotExists","AuditIfNotExists","","","",""
"6b2122c1-8120-4ff5-801b-17625a355590","","BuiltIn","Kubernetes","Azure Arc enabled Kubernetes clusters should have the Azure Policy extension installed","The Azure Policy extension for Azure Arc provides at-scale enforcements and safeguards on your Arc enabled Kubernetes clusters in a centralized, consistent manner. Learn more at https://aka.ms/akspolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","ASB: AuditIfNotExists (PolicySet Default)","Disabled,
AuditIfNotExists","AuditIfNotExists","AuditIfNotExists","AuditIfNotExists","AuditIfNotExists","","","",""
"a1840de2-8088-4ea8-b153-b4c723e9cb01","","BuiltIn","Kubernetes","Azure Kubernetes Service clusters should have Defender profile enabled","Microsoft Defender for Containers provides cloud-native Kubernetes security capabilities including environment hardening, workload protection, and run-time protection. When you enable the SecurityProfile.AzureDefender on your Azure Kubernetes Service cluster, an agent is deployed to your cluster to collect security event data. Learn more about Microsoft Defender for Containers in https://docs.microsoft.com/azure/defender-for-cloud/defender-for-containers-introduction?tabs=defender-for-container-arch-aks","Azure_Security_Benchmark_v3.0_LT-1,
Azure_Security_Benchmark_v3.0_LT-2","ASB: Audit (PolicySet Default)","Disabled,
Audit","Audit","Audit","Audit","Audit","","","",""
"0a15ec92-a229-4763-bb14-0ea34a568f8d","","BuiltIn","Kubernetes","Azure Policy Add-on for Kubernetes service (AKS) should be installed and enabled on your clusters","Azure Policy Add-on for Kubernetes service (AKS) extends Gatekeeper v3, an admission controller webhook for Open Policy Agent (OPA), to apply at-scale enforcements and safeguards on your clusters in a centralized, consistent manner.","Azure_Security_Benchmark_v3.0_PV-2,
NIST_SP_800-53_R5_CM-6","ASB: Audit (PolicySet Default),
NIST-800-53: Audit (Policy Default)","Disabled,
Audit","Audit","Audit","Audit","Audit","","","",""
"7d7be79c-23ba-4033-84dd-45e2a5ccdd67","","BuiltIn","Kubernetes","Both operating systems and data disks in Azure Kubernetes Service clusters should be encrypted by customer-managed keys","Encrypting OS and data disks using customer-managed keys provides more control and greater flexibility in key management. This is a common requirement in many regulatory and industry compliance standards.","NIST_SP_800-53_R5_SC-12","NIST-800-53: Audit (PolicySet Default)","Audit,
Disabled,
Deny","Audit","Audit","Audit","Audit","","","",""
"e345eecc-fa47-480f-9e88-67dcc122b164","","BuiltIn","Kubernetes","Kubernetes cluster containers CPU and memory resource limits should not exceed the specified limits","Enforce container CPU and memory resource limits to prevent resource exhaustion attacks in a Kubernetes cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2,
NIST_SP_800-53_R5_CM-6","ASB: Audit (PolicySet Default),
NIST-800-53: audit (PolicySet Default)","audit,
disabled,
deny","Audit","Audit","Audit","Audit","{""CPUInKubernetesClusterLimit"":""32"",""memoryLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0"",""memoryInKubernetesClusterLimit"":""64Gi"",""memoryAndCPULimitsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""cpuLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0""}","{""CPUInKubernetesClusterLimit"":""32"",""memoryLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0"",""memoryInKubernetesClusterLimit"":""64Gi"",""memoryAndCPULimitsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""cpuLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0""}","{""CPUInKubernetesClusterLimit"":""32"",""memoryLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0"",""memoryInKubernetesClusterLimit"":""64Gi"",""memoryAndCPULimitsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""cpuLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0""}","{""CPUInKubernetesClusterLimit"":""32"",""memoryLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0"",""memoryInKubernetesClusterLimit"":""64Gi"",""memoryAndCPULimitsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""cpuLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0""}"
"47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8","","BuiltIn","Kubernetes","Kubernetes cluster containers should not share host process ID or host IPC namespace","Block pod containers from sharing the host process ID namespace and host IPC namespace in a Kubernetes cluster. This recommendation is part of CIS 5.2.2 and CIS 5.2.3 which are intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2,
NIST_SP_800-53_R5_CM-6","ASB: Audit (PolicySet Default),
NIST-800-53: audit (PolicySet Default)","audit,
disabled,
deny","Audit","Audit","Audit","Audit","{""NoSharingSensitiveHostNamespacesInKubernetesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}","{""NoSharingSensitiveHostNamespacesInKubernetesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}","{""NoSharingSensitiveHostNamespacesInKubernetesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}","{""NoSharingSensitiveHostNamespacesInKubernetesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}"
"511f5417-5d12-434d-ab2e-816901e72a5e","","BuiltIn","Kubernetes","Kubernetes cluster containers should only use allowed AppArmor profiles","Containers should only use allowed AppArmor profiles in a Kubernetes cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2,
NIST_SP_800-53_R5_CM-6","ASB: Audit (PolicySet Default),
NIST-800-53: audit (PolicySet Default)","audit,
disabled,
deny","Audit","Audit","Audit","Audit","{""AllowedAppArmorProfilesInKubernetesClusterList"":[""runtime/default""],""AllowedAppArmorProfilesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""allowedProfiles-511f5417-5d12-434d-ab2e-816901e72a5e"":[]}","{""AllowedAppArmorProfilesInKubernetesClusterList"":[""runtime/default""],""AllowedAppArmorProfilesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""allowedProfiles-511f5417-5d12-434d-ab2e-816901e72a5e"":[]}","{""AllowedAppArmorProfilesInKubernetesClusterList"":[""runtime/default""],""AllowedAppArmorProfilesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""allowedProfiles-511f5417-5d12-434d-ab2e-816901e72a5e"":[]}","{""AllowedAppArmorProfilesInKubernetesClusterList"":[""runtime/default""],""AllowedAppArmorProfilesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""allowedProfiles-511f5417-5d12-434d-ab2e-816901e72a5e"":[]}"
"c26596ff-4d70-4e6a-9a30-c2506bd2f80c","","BuiltIn","Kubernetes","Kubernetes cluster containers should only use allowed capabilities","Restrict the capabilities to reduce the attack surface of containers in a Kubernetes cluster. This recommendation is part of CIS 5.2.8 and CIS 5.2.9 which are intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2,
NIST_SP_800-53_R5_CM-6","ASB: Audit (PolicySet Default),
NIST-800-53: audit (PolicySet Default)","audit,
disabled,
deny","Audit","Audit","Audit","Audit","{""AllowedCapabilitiesInKubernetesClusterList"":[],""requiredDropCapabilities-c26596ff-4d70-4e6a-9a30-c2506bd2f80c"":[],""AllowedCapabilitiesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""allowedCapabilities-c26596ff-4d70-4e6a-9a30-c2506bd2f80c"":[],""DropCapabilitiesInKubernetesClusterList"":[]}","{""AllowedCapabilitiesInKubernetesClusterList"":[],""requiredDropCapabilities-c26596ff-4d70-4e6a-9a30-c2506bd2f80c"":[],""AllowedCapabilitiesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""allowedCapabilities-c26596ff-4d70-4e6a-9a30-c2506bd2f80c"":[],""DropCapabilitiesInKubernetesClusterList"":[]}","{""AllowedCapabilitiesInKubernetesClusterList"":[],""requiredDropCapabilities-c26596ff-4d70-4e6a-9a30-c2506bd2f80c"":[],""AllowedCapabilitiesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""allowedCapabilities-c26596ff-4d70-4e6a-9a30-c2506bd2f80c"":[],""DropCapabilitiesInKubernetesClusterList"":[]}","{""AllowedCapabilitiesInKubernetesClusterList"":[],""requiredDropCapabilities-c26596ff-4d70-4e6a-9a30-c2506bd2f80c"":[],""AllowedCapabilitiesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""allowedCapabilities-c26596ff-4d70-4e6a-9a30-c2506bd2f80c"":[],""DropCapabilitiesInKubernetesClusterList"":[]}"
"febd0533-8e55-448f-b837-bd0e06f16469","","BuiltIn","Kubernetes","Kubernetes cluster containers should only use allowed images","Use images from trusted registries to reduce the Kubernetes cluster's exposure risk to unknown vulnerabilities, security issues and malicious images. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2,
NIST_SP_800-53_R5_CM-6","ASB: Audit (PolicySet Default),
NIST-800-53: audit (PolicySet Default)","audit,
disabled,
deny","Audit","Audit","Audit","Audit","{""allowedContainerImagesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""labelSelector"":{},""allowedContainerImagesInKubernetesClusterRegex"":""^(.+){0}$"",""excludedNamespaces"":[""kube-system"",""gatekeeper-system"",""azure-arc""],""allowedContainerImagesRegex-febd0533-8e55-448f-b837-bd0e06f16469"":""^(.+){0}$"",""namespaces"":[]}","{""allowedContainerImagesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""labelSelector"":{},""allowedContainerImagesInKubernetesClusterRegex"":""^(.+){0}$"",""excludedNamespaces"":[""kube-system"",""gatekeeper-system"",""azure-arc""],""allowedContainerImagesRegex-febd0533-8e55-448f-b837-bd0e06f16469"":""^(.+){0}$"",""namespaces"":[]}","{""allowedContainerImagesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""labelSelector"":{},""allowedContainerImagesInKubernetesClusterRegex"":""^(.+){0}$"",""excludedNamespaces"":[""kube-system"",""gatekeeper-system"",""azure-arc""],""allowedContainerImagesRegex-febd0533-8e55-448f-b837-bd0e06f16469"":""^(.+){0}$"",""namespaces"":[]}","{""allowedContainerImagesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""labelSelector"":{},""allowedContainerImagesInKubernetesClusterRegex"":""^(.+){0}$"",""excludedNamespaces"":[""kube-system"",""gatekeeper-system"",""azure-arc""],""allowedContainerImagesRegex-febd0533-8e55-448f-b837-bd0e06f16469"":""^(.+){0}$"",""namespaces"":[]}"
"df49d893-a74c-421d-bc95-c663042e5b80","","BuiltIn","Kubernetes","Kubernetes cluster containers should run with a read only root file system","Run containers with a read only root file system to protect from changes at run-time with malicious binaries being added to PATH in a Kubernetes cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2,
NIST_SP_800-53_R5_CM-6","ASB: Audit (PolicySet Default),
NIST-800-53: audit (PolicySet Default)","audit,
disabled,
deny","Audit","Audit","Audit","Audit","{""ReadOnlyRootFileSystemInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}","{""ReadOnlyRootFileSystemInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}","{""ReadOnlyRootFileSystemInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}","{""ReadOnlyRootFileSystemInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}"
"098fc59e-46c7-4d99-9b16-64990e543d75","","BuiltIn","Kubernetes","Kubernetes cluster pod hostPath volumes should only use allowed host paths","Limit pod HostPath volume mounts to the allowed host paths in a Kubernetes Cluster. This policy is generally available for Kubernetes Service (AKS), and Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2,
NIST_SP_800-53_R5_CM-6","ASB: Audit (PolicySet Default),
NIST-800-53: audit (PolicySet Default)","audit,
disabled,
deny","Audit","Audit","Audit","Audit","{""AllowedHostPathVolumesInKubernetesClusterList"":{""paths"":[]},""AllowedHostPathVolumesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""allowedHostPaths-098fc59e-46c7-4d99-9b16-64990e543d75"":{""paths"":[]}}","{""AllowedHostPathVolumesInKubernetesClusterList"":{""paths"":[]},""AllowedHostPathVolumesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""allowedHostPaths-098fc59e-46c7-4d99-9b16-64990e543d75"":{""paths"":[]}}","{""AllowedHostPathVolumesInKubernetesClusterList"":{""paths"":[]},""AllowedHostPathVolumesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""allowedHostPaths-098fc59e-46c7-4d99-9b16-64990e543d75"":{""paths"":[]}}","{""AllowedHostPathVolumesInKubernetesClusterList"":{""paths"":[]},""AllowedHostPathVolumesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""allowedHostPaths-098fc59e-46c7-4d99-9b16-64990e543d75"":{""paths"":[]}}"
"f06ddb64-5fa3-4b77-b166-acb36f7f6042","","BuiltIn","Kubernetes","Kubernetes cluster pods and containers should only run with approved user and group IDs","Control the user, primary group, supplemental group and file system group IDs that pods and containers can use to run in a Kubernetes Cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2,
NIST_SP_800-53_R5_CM-6","ASB: Audit (PolicySet Default),
NIST-800-53: audit (PolicySet Default)","audit,
disabled,
deny","Audit","Audit","Audit","Audit","{""MustRunAsNonRootNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""runAsGroupRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""runAsGroupRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""supplementalGroupsRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""fsGroupRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""fsGroupRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""supplementalGroupsRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""runAsUserRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""runAsUserRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""MustRunAsNonRoot""}","{""MustRunAsNonRootNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""runAsGroupRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""runAsGroupRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""supplementalGroupsRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""fsGroupRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""fsGroupRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""supplementalGroupsRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""runAsUserRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""runAsUserRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""MustRunAsNonRoot""}","{""MustRunAsNonRootNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""runAsGroupRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""runAsGroupRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""supplementalGroupsRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""fsGroupRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""fsGroupRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""supplementalGroupsRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""runAsUserRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""runAsUserRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""MustRunAsNonRoot""}","{""MustRunAsNonRootNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""runAsGroupRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""runAsGroupRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""supplementalGroupsRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""fsGroupRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""fsGroupRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""supplementalGroupsRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""runAsUserRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""runAsUserRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""MustRunAsNonRoot""}"
"82985f06-dc18-4a48-bc1c-b9f4f0098cfe","","BuiltIn","Kubernetes","Kubernetes cluster pods should only use approved host network and port range","Restrict pod access to the host network and the allowable host port range in a Kubernetes cluster. This recommendation is part of CIS 5.2.4 which is intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2,
NIST_SP_800-53_R5_CM-6","ASB: Audit (PolicySet Default),
NIST-800-53: audit (PolicySet Default)","audit,
disabled,
deny","Audit","Audit","Audit","Audit","{""maxPort-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":0,""AllowedHostMinPortInKubernetesCluster"":0,""allowHostNetwork-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":false,""AllowHostNetworkingInKubernetesCluster"":false,""minPort-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":0,""AllowedHostMaxPortInKubernetesCluster"":0,""AllowedHostNetworkingAndPortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}","{""maxPort-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":0,""AllowedHostMinPortInKubernetesCluster"":0,""allowHostNetwork-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":false,""AllowHostNetworkingInKubernetesCluster"":false,""minPort-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":0,""AllowedHostMaxPortInKubernetesCluster"":0,""AllowedHostNetworkingAndPortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}","{""maxPort-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":0,""AllowedHostMinPortInKubernetesCluster"":0,""allowHostNetwork-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":false,""AllowHostNetworkingInKubernetesCluster"":false,""minPort-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":0,""AllowedHostMaxPortInKubernetesCluster"":0,""AllowedHostNetworkingAndPortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}","{""maxPort-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":0,""AllowedHostMinPortInKubernetesCluster"":0,""allowHostNetwork-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":false,""AllowHostNetworkingInKubernetesCluster"":false,""minPort-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":0,""AllowedHostMaxPortInKubernetesCluster"":0,""AllowedHostNetworkingAndPortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}"
"233a2a17-77ca-4fb1-9b6b-69223d272a44","","BuiltIn","Kubernetes","Kubernetes cluster services should listen only on allowed ports","Restrict services to listen only on allowed ports to secure access to the Kubernetes cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2,
NIST_SP_800-53_R5_CM-6","ASB: Audit (PolicySet Default),
NIST-800-53: audit (PolicySet Default)","audit,
disabled,
deny","Audit","Audit","Audit","Audit","{""allowedServicePortsList-233a2a17-77ca-4fb1-9b6b-69223d272a44"":[],""allowedservicePortsInKubernetesClusterPorts"":[""-1""],""allowedServicePortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}","{""allowedServicePortsList-233a2a17-77ca-4fb1-9b6b-69223d272a44"":[],""allowedservicePortsInKubernetesClusterPorts"":[""-1""],""allowedServicePortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}","{""allowedServicePortsList-233a2a17-77ca-4fb1-9b6b-69223d272a44"":[],""allowedservicePortsInKubernetesClusterPorts"":[""-1""],""allowedServicePortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}","{""allowedServicePortsList-233a2a17-77ca-4fb1-9b6b-69223d272a44"":[],""allowedservicePortsInKubernetesClusterPorts"":[""-1""],""allowedServicePortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}"
"95edb821-ddaf-4404-9732-666045e056b4","","BuiltIn","Kubernetes","Kubernetes cluster should not allow privileged containers","Do not allow privileged containers creation in a Kubernetes cluster. This recommendation is part of CIS 5.2.1 which is intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2,
NIST_SP_800-53_R5_CM-6","ASB: Audit (PolicySet Default),
NIST-800-53: audit (PolicySet Default)","audit,
disabled,
deny","Audit","Audit","Audit","Audit","{""excludedContainers-95edb821-ddaf-4404-9732-666045e056b4"":[],""excludedImagesInKubernetesCluster"":[],""privilegedContainerNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}","{""excludedContainers-95edb821-ddaf-4404-9732-666045e056b4"":[],""excludedImagesInKubernetesCluster"":[],""privilegedContainerNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}","{""excludedContainers-95edb821-ddaf-4404-9732-666045e056b4"":[],""excludedImagesInKubernetesCluster"":[],""privilegedContainerNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}","{""excludedContainers-95edb821-ddaf-4404-9732-666045e056b4"":[],""excludedImagesInKubernetesCluster"":[],""privilegedContainerNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}"
