"name","referencePath","policyType","category","displayName","description","groupNames","policySets","allowedEffects","prodEffect","nonprodEffect","prodParameters","nonprodParameters"
"797b37f7-06b8-444c-b1ad-fc62867f335a","","BuiltIn","Cosmos DB","Azure Cosmos DB should disable public network access","Disabling public network access improves security by ensuring that your CosmosDB account isn't exposed on the public internet. Creating private endpoints can limit exposure of your CosmosDB account. Learn more at: https://docs.microsoft.com/azure/cosmos-db/how-to-configure-private-endpoints#blocking-public-network-access-during-account-creation.","Azure_Security_Benchmark_v3.0_NS-2","ASB: Audit (Policy Default)","override:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"5450f5bd-9c72-4390-a9c4-a7aba4edfdd2","","BuiltIn","Cosmos DB","Cosmos DB database accounts should have local authentication methods disabled","Disabling local authentication methods improves security by ensuring that Cosmos DB database accounts exclusively require Azure Active Directory identities for authentication. Learn more at: https://docs.microsoft.com/azure/cosmos-db/how-to-setup-rbac#disable-local-auth.","Azure_Security_Benchmark_v3.0_IM-1","ASB: Audit (default: azureCosmosDbAccountsShouldHaveLocalAuthenticationMethodsDisabledMonitoringEffect)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"58440f8a-10c5-4151-bdce-dfbaad4a20b7","","BuiltIn","Cosmos DB","CosmosDB accounts should use private link","Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your CosmosDB account, data leakage risks are reduced. Learn more about private links at: https://docs.microsoft.com/azure/cosmos-db/how-to-configure-private-endpoints.","Azure_Security_Benchmark_v3.0_NS-2,
NIST_SP_800-53_R5_AC-4,
NIST_SP_800-53_R5_AC-17,
NIST_SP_800-53_R5_AC-17(1),
NIST_SP_800-53_R5_SC-7,
NIST_SP_800-53_R5_SC-7(3)","ASB: Audit (Policy Default),
NIST-800-53: Audit (Policy Default)","override:
  Audit,
  Disabled","Audit","Audit","",""
"c349d81b-9985-44ae-a8da-ff98d108ede8","","BuiltIn","Data Box","Azure Data Box jobs should enable double encryption for data at rest on the device","Enable a second layer of software-based encryption for data at rest on the device. The device is already protected via Advanced Encryption Standard 256-bit encryption for data at rest. This option adds a second layer of data encryption.","NIST_SP_800-53_R5_SC-28,
NIST_SP_800-53_R5_SC-28(1)","NIST-800-53: Audit (default: effect-c349d81b-9985-44ae-a8da-ff98d108ede8)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","{""supportedSKUs-c349d81b-9985-44ae-a8da-ff98d108ede8"":[""DataBox"",""DataBoxHeavy""]}","{""supportedSKUs-c349d81b-9985-44ae-a8da-ff98d108ede8"":[""DataBox"",""DataBoxHeavy""]}"
"86efb160-8de7-451d-bc08-5d475b0aadae","","BuiltIn","Data Box","Azure Data Box jobs should use a customer-managed key to encrypt the device unlock password","Use a customer-managed key to control the encryption of the device unlock password for Azure Data Box. Customer-managed keys also help manage access to the device unlock password by the Data Box service in order to prepare the device and copy data in an automated manner. The data on the device itself is already encrypted at rest with Advanced Encryption Standard 256-bit encryption, and the device unlock password is encrypted by default with a Microsoft managed key.","NIST_SP_800-53_R5_SC-12","NIST-800-53: Audit (default: effect-86efb160-8de7-451d-bc08-5d475b0aadae)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","{""supportedSKUs-86efb160-8de7-451d-bc08-5d475b0aadae"":[""DataBox"",""DataBoxHeavy""]}","{""supportedSKUs-86efb160-8de7-451d-bc08-5d475b0aadae"":[""DataBox"",""DataBoxHeavy""]}"
"4ec52d6d-beb7-40c4-9a9e-fe753254690e","","BuiltIn","Data Factory","Azure data factories should be encrypted with a customer-managed key","Use customer-managed keys to manage the encryption at rest of your Azure Data Factory. By default, customer data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/adf-cmk.","NIST_SP_800-53_R5_SC-12","NIST-800-53: Audit (default: effect-4ec52d6d-beb7-40c4-9a9e-fe753254690e)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"8b0323be-cc25-4b61-935d-002c3798c6ea","","BuiltIn","Data Factory","Azure Data Factory should use private link","Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to Azure Data Factory, data leakage risks are reduced. Learn more about private links at: https://docs.microsoft.com/azure/data-factory/data-factory-private-link.","NIST_SP_800-53_R5_AC-4,
NIST_SP_800-53_R5_AC-17,
NIST_SP_800-53_R5_AC-17(1),
NIST_SP_800-53_R5_SC-7,
NIST_SP_800-53_R5_SC-7(3)","NIST-800-53: AuditIfNotExists (Policy Default)","override:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"057ef27e-665e-4328-8ea3-04b3122bd9fb","","BuiltIn","Data Lake","Resource logs in Azure Data Lake Store should be enabled","Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised","Azure_Security_Benchmark_v3.0_LT-3,
NIST_SP_800-53_R5_AU-6(4),
NIST_SP_800-53_R5_AU-6(5),
NIST_SP_800-53_R5_AU-12,
NIST_SP_800-53_R5_AU-12(1)","ASB: AuditIfNotExists (default: diagnosticsLogsInDataLakeStoreMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","{""diagnosticsLogsInDataLakeStoreRetentionDays"":""1""}","{""diagnosticsLogsInDataLakeStoreRetentionDays"":""1""}"
"c95c74d9-38fe-4f0d-af86-0c7d626a315c","","BuiltIn","Data Lake","Resource logs in Data Lake Analytics should be enabled","Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised","Azure_Security_Benchmark_v3.0_LT-3,
NIST_SP_800-53_R5_AU-6(4),
NIST_SP_800-53_R5_AU-6(5),
NIST_SP_800-53_R5_AU-12,
NIST_SP_800-53_R5_AU-12(1)","ASB: AuditIfNotExists (default: diagnosticsLogsInDataLakeAnalyticsMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","{""diagnosticsLogsInDataLakeAnalyticsRetentionDays"":""1""}","{""diagnosticsLogsInDataLakeAnalyticsRetentionDays"":""1""}"
"9830b652-8523-49cc-b1b3-e17dce1127ca","","BuiltIn","Event Grid","Azure Event Grid domains should use private link","Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your Event Grid domain instead of the entire service, you'll also be protected against data leakage risks. Learn more at: https://aka.ms/privateendpoints.","Azure_Security_Benchmark_v3.0_NS-2,
NIST_SP_800-53_R5_AC-4,
NIST_SP_800-53_R5_AC-17,
NIST_SP_800-53_R5_AC-17(1),
NIST_SP_800-53_R5_SC-7,
NIST_SP_800-53_R5_SC-7(3)","ASB: Audit (default: azureEventGridDomainsShouldUsePrivateLinkMonitoringEffect),
NIST-800-53: Audit (Policy Default)","parameter:
  Audit,
  Disabled","Audit","Audit","",""
"4b90e17e-8448-49db-875e-bd83fb6f804f","","BuiltIn","Event Grid","Azure Event Grid topics should use private link","Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your Event Grid topic instead of the entire service, you'll also be protected against data leakage risks. Learn more at: https://aka.ms/privateendpoints.","Azure_Security_Benchmark_v3.0_NS-2,
NIST_SP_800-53_R5_AC-4,
NIST_SP_800-53_R5_AC-17,
NIST_SP_800-53_R5_AC-17(1),
NIST_SP_800-53_R5_SC-7,
NIST_SP_800-53_R5_SC-7(3)","ASB: Audit (default: azureEventGridTopicsShouldUsePrivateLinkMonitoringEffect),
NIST-800-53: Audit (Policy Default)","parameter:
  Audit,
  Disabled","Audit","Audit","",""
"a1ad735a-e96f-45d2-a7b2-9a4932cab7ec","","BuiltIn","Event Hub","Event Hub namespaces should use a customer-managed key for encryption","Azure Event Hubs supports the option of encrypting data at rest with either Microsoft-managed keys (default) or customer-managed keys. Choosing to encrypt data using customer-managed keys enables you to assign, rotate, disable, and revoke access to the keys that Event Hub will use to encrypt data in your namespace. Note that Event Hub only supports encryption with customer-managed keys for namespaces in dedicated clusters.","NIST_SP_800-53_R5_SC-12","NIST-800-53: Audit (Policy Default)","override:
  Audit,
  Disabled","Audit","Audit","",""
"b8564268-eb4a-4337-89be-a19db070c59d","","BuiltIn","Event Hub","Event Hub namespaces should use private link","Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to Event Hub namespaces, data leakage risks are reduced. Learn more at: https://docs.microsoft.com/azure/event-hubs/private-link-service.","NIST_SP_800-53_R5_AC-4,
NIST_SP_800-53_R5_AC-17,
NIST_SP_800-53_R5_AC-17(1),
NIST_SP_800-53_R5_SC-7,
NIST_SP_800-53_R5_SC-7(3)","NIST-800-53: AuditIfNotExists (Policy Default)","override:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"83a214f7-d01a-484b-91a9-ed54470c9a6a","","BuiltIn","Event Hub","Resource logs in Event Hub should be enabled","Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised","Azure_Security_Benchmark_v3.0_LT-3,
NIST_SP_800-53_R5_AU-6(4),
NIST_SP_800-53_R5_AU-6(5),
NIST_SP_800-53_R5_AU-12,
NIST_SP_800-53_R5_AU-12(1)","ASB: AuditIfNotExists (default: diagnosticsLogsInEventHubMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","{""diagnosticsLogsInEventHubRetentionDays"":""1""}","{""diagnosticsLogsInEventHubRetentionDays"":""1""}"
"a451c1ef-c6ca-483d-87ed-f49761e3ffb5","","BuiltIn","General","Audit usage of custom RBAC roles","Audit built-in roles such as 'Owner, Contributer, Reader' instead of custom RBAC roles, which are error prone. Using custom roles is treated as an exception and requires a rigorous review and threat modeling","Azure_Security_Benchmark_v3.0_PA-7,
NIST_SP_800-53_R5_AC-2,
NIST_SP_800-53_R5_AC-2(7),
NIST_SP_800-53_R5_AC-6,
NIST_SP_800-53_R5_AC-6(7)","ASB: Audit (default: useRbacRulesMonitoringEffect),
NIST-800-53: Audit (Policy Default)","parameter:
  Audit,
  Disabled","Audit","Audit","",""
"ca88aadc-6e2b-416c-9de2-5a0f01d1693f","","BuiltIn","Guest Configuration","[Preview]: Linux virtual machines should enable Azure Disk Encryption or EncryptionAtHost.","By default, a virtual machine's OS and data disks are encrypted-at-rest using platform-managed keys; temp disks and data caches aren't encrypted, and data isn't encrypted when flowing between compute and storage resources. Use Azure Disk Encryption or EncryptionAtHost to encrypt all this data.Visit https://aka.ms/diskencryptioncomparison to compare encryption offerings. This policy requires two prerequisites to be deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol.","Azure_Security_Benchmark_v3.0_DP-4","ASB: AuditIfNotExists (default: gcLinuxDiskEncryptionMonitoringEffect)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"3dc5edcd-002d-444c-b216-e123bbfa37c0","","BuiltIn","Guest Configuration","[Preview]: Windows virtual machines should enable Azure Disk Encryption or EncryptionAtHost.","By default, a virtual machine's OS and data disks are encrypted-at-rest using platform-managed keys; temp disks and data caches aren't encrypted, and data isn't encrypted when flowing between compute and storage resources. Use Azure Disk Encryption or EncryptionAtHost to encrypt all this data.Visit https://aka.ms/diskencryptioncomparison to compare encryption offerings. This policy requires two prerequisites to be deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol.","Azure_Security_Benchmark_v3.0_DP-4","ASB: AuditIfNotExists (default: gcWindowsDiskEncryptionMonitoringEffect)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"3cf2ab00-13f1-4d0c-8971-2ac904541a7e","","BuiltIn","Guest Configuration","Add system-assigned managed identity to enable Guest Configuration assignments on virtual machines with no identities","This policy adds a system-assigned managed identity to virtual machines hosted in Azure that are supported by Guest Configuration but do not have any managed identities. A system-assigned managed identity is a prerequisite for all Guest Configuration assignments and must be added to machines before using any Guest Configuration policy definitions. For more information on Guest Configuration, visit https://aka.ms/gcpol.","NIST_SP_800-53_R5_AC-3,
NIST_SP_800-53_R5_AC-17,
NIST_SP_800-53_R5_AC-17(1),
NIST_SP_800-53_R5_IA-5,
NIST_SP_800-53_R5_IA-5(1)","NIST-800-53: modify (Policy Fixed)","override:
  Modify,
  Audit,
  Disabled","Modify","Modify","",""
"497dff13-db2a-4c0f-8603-28fa3b331ab6","","BuiltIn","Guest Configuration","Add system-assigned managed identity to enable Guest Configuration assignments on VMs with a user-assigned identity","This policy adds a system-assigned managed identity to virtual machines hosted in Azure that are supported by Guest Configuration and have at least one user-assigned identity but do not have a system-assigned managed identity. A system-assigned managed identity is a prerequisite for all Guest Configuration assignments and must be added to machines before using any Guest Configuration policy definitions. For more information on Guest Configuration, visit https://aka.ms/gcpol.","NIST_SP_800-53_R5_AC-3,
NIST_SP_800-53_R5_AC-17,
NIST_SP_800-53_R5_AC-17(1),
NIST_SP_800-53_R5_IA-5,
NIST_SP_800-53_R5_IA-5(1)","NIST-800-53: modify (Policy Fixed)","override:
  Modify,
  Audit,
  Disabled","Modify","Modify","",""
"ea53dbee-c6c9-4f0e-9f9e-de0039b78023","","BuiltIn","Guest Configuration","Audit Linux machines that allow remote connections from accounts without passwords","Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol. Machines are non-compliant if Linux machines that allow remote connections from accounts without passwords","NIST_SP_800-53_R5_AC-17,
NIST_SP_800-53_R5_AC-17(1)","NIST-800-53: AuditIfNotExists (Policy Default)","override:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"e6955644-301c-44b5-a4c4-528577de6861","","BuiltIn","Guest Configuration","Audit Linux machines that do not have the passwd file permissions set to 0644","Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol. Machines are non-compliant if Linux machines that do not have the passwd file permissions set to 0644","NIST_SP_800-53_R5_IA-5,
NIST_SP_800-53_R5_IA-5(1)","NIST-800-53: AuditIfNotExists (Policy Default)","override:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"f6ec09a3-78bf-4f8f-99dc-6c77182d0f99","","BuiltIn","Guest Configuration","Audit Linux machines that have accounts without passwords","Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol. Machines are non-compliant if Linux machines that have accounts without passwords","NIST_SP_800-53_R5_AC-3","NIST-800-53: AuditIfNotExists (Policy Default)","override:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"5b054a0d-39e2-4d53-bea3-9734cad2c69b","","BuiltIn","Guest Configuration","Audit Windows machines that allow re-use of the passwords after the specified number of unique passwords","Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol. Machines are non-compliant if Windows machines that allow re-use of the passwords after the specified number of unique passwords. Default value for unique passwords is 24","NIST_SP_800-53_R5_IA-5(1)","NIST-800-53: AuditIfNotExists (Policy Default)","override:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"4ceb8dc2-559c-478b-a15b-733fbf1e3738","","BuiltIn","Guest Configuration","Audit Windows machines that do not have the maximum password age set to specified number of days","Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol. Machines are non-compliant if Windows machines that do not have the maximum password age set to specified number of days. Default value for maximum password age is 70 days","NIST_SP_800-53_R5_IA-5(1)","NIST-800-53: AuditIfNotExists (Policy Default)","override:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"237b38db-ca4d-4259-9e47-7882441ca2c0","","BuiltIn","Guest Configuration","Audit Windows machines that do not have the minimum password age set to specified number of days","Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol. Machines are non-compliant if Windows machines that do not have the minimum password age set to specified number of days. Default value for minimum password age is 1 day","NIST_SP_800-53_R5_IA-5(1)","NIST-800-53: AuditIfNotExists (Policy Default)","override:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"bf16e0bb-31e1-4646-8202-60a235cc7e74","","BuiltIn","Guest Configuration","Audit Windows machines that do not have the password complexity setting enabled","Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol. Machines are non-compliant if Windows machines that do not have the password complexity setting enabled","NIST_SP_800-53_R5_IA-5(1)","NIST-800-53: AuditIfNotExists (Policy Default)","override:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"a2d0e922-65d0-40c4-8f87-ea6da2d307a2","","BuiltIn","Guest Configuration","Audit Windows machines that do not restrict the minimum password length to specified number of characters","Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol. Machines are non-compliant if Windows machines that do not restrict the minimum password length to specified number of characters. Default value for minimum password length is 14 characters","NIST_SP_800-53_R5_IA-5(1)","NIST-800-53: AuditIfNotExists (Policy Default)","override:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"da0f98fe-a24b-4ad5-af69-bd0400233661","","BuiltIn","Guest Configuration","Audit Windows machines that do not store passwords using reversible encryption","Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol. Machines are non-compliant if Windows machines that do not store passwords using reversible encryption","NIST_SP_800-53_R5_IA-5,
NIST_SP_800-53_R5_IA-5(1)","NIST-800-53: AuditIfNotExists (Policy Default)","override:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"630c64f9-8b6b-4c64-b511-6544ceff6fd6","","BuiltIn","Guest Configuration","Authentication to Linux machines should require SSH keys","Although SSH itself provides an encrypted connection, using passwords with SSH still leaves the VM vulnerable to brute-force attacks. The most secure option for authenticating to an Azure Linux virtual machine over SSH is with a public-private key pair, also known as SSH keys. Learn more: https://docs.microsoft.com/azure/virtual-machines/linux/create-ssh-keys-detailed.","Azure_Security_Benchmark_v3.0_IM-6,
NIST_SP_800-53_R5_AC-3,
NIST_SP_800-53_R5_IA-5","ASB: AuditIfNotExists (default: authenticationToLinuxMachinesShouldRequireSSHKeysMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"331e8ea8-378a-410f-a2e5-ae22f38bb0da","","BuiltIn","Guest Configuration","Deploy the Linux Guest Configuration extension to enable Guest Configuration assignments on Linux VMs","This policy deploys the Linux Guest Configuration extension to Linux virtual machines hosted in Azure that are supported by Guest Configuration. The Linux Guest Configuration extension is a prerequisite for all Linux Guest Configuration assignments and must be deployed to machines before using any Linux Guest Configuration policy definition. For more information on Guest Configuration, visit https://aka.ms/gcpol.","NIST_SP_800-53_R5_AC-3,
NIST_SP_800-53_R5_AC-17,
NIST_SP_800-53_R5_AC-17(1),
NIST_SP_800-53_R5_IA-5,
NIST_SP_800-53_R5_IA-5(1)","NIST-800-53: deployIfNotExists (Policy Fixed)","override:
  DeployIfNotExists,
  AuditIfNotExists,
  Disabled","DeployIfNotExists","DeployIfNotExists","",""
"385f5831-96d4-41db-9a3c-cd3af78aaae6","","BuiltIn","Guest Configuration","Deploy the Windows Guest Configuration extension to enable Guest Configuration assignments on Windows VMs","This policy deploys the Windows Guest Configuration extension to Windows virtual machines hosted in Azure that are supported by Guest Configuration. The Windows Guest Configuration extension is a prerequisite for all Windows Guest Configuration assignments and must be deployed to machines before using any Windows Guest Configuration policy definition. For more information on Guest Configuration, visit https://aka.ms/gcpol.","NIST_SP_800-53_R5_AC-17,
NIST_SP_800-53_R5_AC-17(1),
NIST_SP_800-53_R5_IA-5,
NIST_SP_800-53_R5_IA-5(1)","NIST-800-53: deployIfNotExists (Policy Fixed)","override:
  DeployIfNotExists,
  AuditIfNotExists,
  Disabled","DeployIfNotExists","DeployIfNotExists","",""
"1e7fed80-8321-4605-b42c-65fc300f23a3","","BuiltIn","Guest Configuration","Linux machines should have Log Analytics agent installed on Azure Arc","Machines are non-compliant if Log Analytics agent is not installed on Azure Arc enabled Linux server.","Azure_Security_Benchmark_v3.0_LT-5","ASB: AuditIfNotExists (default: ArcLinuxMonitoringEffect)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"fc9b3da7-8347-4380-8e70-0a0361d8dedd","","BuiltIn","Guest Configuration","Linux machines should meet requirements for the Azure compute security baseline","Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol. Machines are non-compliant if the machine is not configured correctly for one of the recommendations in the Azure compute security baseline.","Azure_Security_Benchmark_v3.0_PV-4,
NIST_SP_800-53_R5_CM-6","ASB: AuditIfNotExists (default: linuxGuestConfigBaselinesMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"bed48b13-6647-468e-aa2f-1af1d3f4dd40","","BuiltIn","Guest Configuration","Windows Defender Exploit Guard should be enabled on your machines","Windows Defender Exploit Guard uses the Azure Policy Guest Configuration agent. Exploit Guard has four components that are designed to lock down devices against a wide variety of attack vectors and block behaviors commonly used in malware attacks while enabling enterprises to balance their security risk and productivity requirements (Windows only).","Azure_Security_Benchmark_v3.0_LT-1,
Azure_Security_Benchmark_v3.0_LT-2,
Azure_Security_Benchmark_v3.0_ES-2,
NIST_SP_800-53_R5_SC-3,
NIST_SP_800-53_R5_SI-3,
NIST_SP_800-53_R5_SI-16","ASB: AuditIfNotExists (default: windowsDefenderExploitGuardMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","{""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsIncludeArcMachines"":""true"",""NotAvailableMachineState-bed48b13-6647-468e-aa2f-1af1d3f4dd40"":""Compliant""}","{""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsIncludeArcMachines"":""true"",""NotAvailableMachineState-bed48b13-6647-468e-aa2f-1af1d3f4dd40"":""Compliant""}"
"5752e6d6-1206-46d8-8ab1-ecc2f71a8112","","BuiltIn","Guest Configuration","Windows machines should be configured to use secure communication protocols","To protect the privacy of information communicated over the Internet, your machines should use the latest version of the industry-standard cryptographic protocol, Transport Layer Security (TLS). TLS secures communications over a network by encrypting a connection between machines.","Azure_Security_Benchmark_v3.0_DP-3,
NIST_SP_800-53_R5_SC-8,
NIST_SP_800-53_R5_SC-8(1)","ASB: AuditIfNotExists (default: windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","{""MinimumTLSVersion-5752e6d6-1206-46d8-8ab1-ecc2f71a8112"":""1.2"",""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsMinimumTLSVersion"":""1.2""}","{""MinimumTLSVersion-5752e6d6-1206-46d8-8ab1-ecc2f71a8112"":""1.2"",""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsMinimumTLSVersion"":""1.2""}"
"4078e558-bda6-41fb-9b3c-361e8875200d","","BuiltIn","Guest Configuration","Windows machines should have Log Analytics agent installed on Azure Arc","Machines are non-compliant if Log Analytics agent is not installed on Azure Arc enabled windows server.","Azure_Security_Benchmark_v3.0_LT-5","ASB: AuditIfNotExists (default: ArcWindowsMonitoringEffect)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","",""
"72650e9f-97bc-4b2a-ab5f-9781a9fcecbc","","BuiltIn","Guest Configuration","Windows machines should meet requirements of the Azure compute security baseline","Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol. Machines are non-compliant if the machine is not configured correctly for one of the recommendations in the Azure compute security baseline.","Azure_Security_Benchmark_v3.0_PV-4,
NIST_SP_800-53_R5_CM-6","ASB: AuditIfNotExists (default: windowsGuestConfigBaselinesMonitoringEffect),
NIST-800-53: AuditIfNotExists (Policy Default)","parameter:
  AuditIfNotExists,
  Disabled","AuditIfNotExists","AuditIfNotExists","{""IncludeArcMachines"":""false""}","{""IncludeArcMachines"":""false""}"
"64d314f6-6062-4780-a861-c23e8951bee5","","BuiltIn","HDInsight","Azure HDInsight clusters should use customer-managed keys to encrypt data at rest","Use customer-managed keys to manage the encryption at rest of your Azure HDInsight clusters. By default, customer data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/hdi.cmk.","NIST_SP_800-53_R5_SC-12","NIST-800-53: Audit (default: effect-64d314f6-6062-4780-a861-c23e8951bee5)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"1fd32ebd-e4c3-4e13-a54a-d7422d4d95f6","","BuiltIn","HDInsight","Azure HDInsight clusters should use encryption at host to encrypt data at rest","Enabling encryption at host helps protect and safeguard your data to meet your organizational security and compliance commitments. When you enable encryption at host, data stored on the VM host is encrypted at rest and flows encrypted to the Storage service.","NIST_SP_800-53_R5_SC-12","NIST-800-53: Audit (default: effect-1fd32ebd-e4c3-4e13-a54a-d7422d4d95f6)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"d9da03a1-f3c3-412a-9709-947156872263","","BuiltIn","HDInsight","Azure HDInsight clusters should use encryption in transit to encrypt communication between Azure HDInsight cluster nodes","Data can be tampered with during transmission between Azure HDInsight cluster nodes. Enabling encryption in transit addresses problems of misuse and tampering during this transmission.","NIST_SP_800-53_R5_SC-8,
NIST_SP_800-53_R5_SC-8(1)","NIST-800-53: Audit (default: effect-d9da03a1-f3c3-412a-9709-947156872263)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
"47031206-ce96-41f8-861b-6a915f3de284","","BuiltIn","Internet of Things","[Preview]: IoT Hub device provisioning service data should be encrypted using customer-managed keys (CMK)","Use customer-managed keys to manage the encryption at rest of your IoT Hub device provisioning service. The data is automatically encrypted at rest with service-managed keys, but customer-managed keys (CMK) are commonly required to meet regulatory compliance standards. CMKs enable the data to be encrypted with an Azure Key Vault key created and owned by you. Learn more about CMK encryption at https://aka.ms/dps/CMK.","NIST_SP_800-53_R5_SC-12","NIST-800-53: Audit (default: effect-47031206-ce96-41f8-861b-6a915f3de284)","parameter:
  Deny,
  Audit,
  Disabled","Audit","Audit","",""
